"text","likes","comments","shares"
"🔴 A 15-year-old Palestinian at al-Shifa Medical Complex and a 72-year-old at Kamal Adwan Hospital in northern Gaza have died due to severe malnutrition and dehydration, reports the Health Ministry. LIVE updates: aje.io/bqmv8y","410","207","85"
"🔴 BREAKING:Eight Palestinians  have been wounded after Israeli forces fired live rounds at people waiting for humanitarian aid at the Nabulsi roundabout in the southwest of Gaza City. LIVE updates: aje.io/bqmv8y","1891","584","241"
"🔗: “Learning to defend ourselves can save our lives.” For #WomensHistoryMonth meet two Bolivian women who used their taekwondo black belts to train more than 35,000 women to defend themselves against rampant gender-based violence — in pictures aje.io/kzwojz","178","12","11"
"""He used to come to kindergarten and I used to play with him.""

This Palestinian boy in Gaza confided in his uncle, expressing his sorrow over the death of his only friend, who had been killed.","921","102","111"
"🔴 Qatar pledges $25 million to UNRWA and calls on countries that have halted their support for the agency to reconsider and reinstate their funding. LIVE updates: http://aje.io/bqmv8y","477","127","50"
"Portugal's far-right nationalist party Chega gains ground ahead of the country's snap elections.","159","24","8"
"🔗: Israel is pillaging not just Gaza’s cities but also its waters — #AJOpinion by Sultan Barakat aje.io/cabtrp","2084","783","538"
"Forcibly displaced Palestinian children in Gaza have staged a march, demanding an immediate ceasefire to end the war before Ramadan.","2824","417","461"
"🔴 In its travel warning ahead of Ramadan, Israel's National Security Council (NSC) is alleging that “Muslim terrorist organisations see Ramadan as an opportunity to carry out attacks and acts of violence”. LIVE updates ⤵️","297","97","29"
"🔴 DEVELOPING: Rescue operations are now underway after Ambrey maritime security firm confirmed that the US-owned vessel hit off Yemen has 'sustained damage'. LIVE updates: http://aje.io/bqmv8y","549","250","32"
"“You’ve got to finish the problem”. With Donald Trump openly supporting Israel's war on Gaza, voters opposed to Joe Biden's stance on Israel face a dilemma in the upcoming election http://aje.io/0ycxqm","523","347","81"
"🔗: Haiti's Port-au-Prince grapples with escalating violence as authorities battle armed gangs wreaking havoc — in pictures aje.io/08silh","280","42","18"
"🔴 Palestinians in Gaza are eagerly anticipating a ceasefire deal before the start of Ramadan next week, as they endure intense bombardment. LIVE updates: http://aje.io/bqmv8y","361","173","42"
"'Google is directly profiting from what's taking place in Gaza'. Zelda Montes, a software engineer and No Tech For Apartheid activist, says tech workers are mobilising to put an end to Google and Amazon’s project Nimbus which enables Israeli apartheid","351","50","100"
"🔴 Palestinians in Gaza are hoping for a ceasefire deal to come through before the start of the Muslim holy month next week as they endure intense bombardment. LIVE updates: http://aje.io/bqmv8y","386","100","37"
"What went wrong with the British media coverage of the Gaza war? — #AJOpinion by Zahera Harb aje.io/cd1e17v","583","257","110"
"Video shows a Chinese coast guard ship blasting a water cannon through the window of a civilian Philippine vessel in disputed waters in the South China Sea, where the two countries have been involved in several incidents in recent months.","333","73","30"
"Spanish prosecutors call for Real Madrid coach Carlo Ancelotti to be jailed for four years and nine months for allegedly failing to declare earnings to the tax office aje.io/rnuxfg","335","38","28"
"Jacqueline Foster, a Conservative member of the House of Lords, is forced to pay damages and apologise to Melika Gorgianeh, of Oxford University, after wrongly accusing her of anti-Semitism aje.io/gkjqlav","358","64","40"
"BREAKING: Nikki Haley reportedly set to quit Republican nomination race for November’s US presidential election aje.io/dws241","397","68","18"
"Alberto Otarola denies allegations that he attempted to improperly influence government contracts to help love interest.","163","27","5"
"Wakeel Hasan was labelled a national hero in India for saving dozens of workers trapped in a collapsed tunnel. Three months on, authorities have demolished his home. He says it’s because he is Muslim ⤵️","1406","291","315"
"Israel continues attacks while its forces turned back a 14-truck food aid convoy.","398","264","89"
"Will the chancellor offer tax cuts in a bid to win votes or steer clear of any bold moves with potential to backfire?","108","11","1"
"His grandfather launched Pakistan’s first military coup. Now, Omar Ayub Khan is the face of a party whose leader accuses the army of unseating him from power.","310","58","17"
"Tribunal disqualifies Martinelli’s candidacy over 10-year prison sentence for money laundering last year.","162","6","7"
"Thousands have fled since gangs began a coordinated campaign to push Henry from power.","276","82","15"
"Use of the death penalty surged by 43 percent following huge protests prompted by Mahsa Amini’s death.","208","66","11"
"Bloc moves to strengthen defence sector in face of Russian aggression and prospect of weakened US support.","305","90","18"
"Moscow hit out at envoys claiming they refused to meet with foreign minister, as relations continue to deteriorate.","371","99","20"
"Russia intercepted a call that revealed top-level talk on striking the Kerch Bridge. But analysts say while Berlin may be embarrassed, it’s far from planning an attack.","232","37","8"
"Ferdinand Marcos Jr has shown little interest in helping families find justice, as data shows drug war killings are continuing.","125","11","12"
"Three days of ceasefire talks with Hamas in Gaza have failed to make progress, just days before Ramadan, seen as an informal deadline for an agreement aje.io/2sviet","646","416","65"
"🟠 Nikki Haley secured her first victory in the state of Vermont during this primary season. LIVE updates: aje.io/gmov7a","224","38","4"
"As India braces for elections, the Totos, one of the world’s smallest tribes, have little hope that they’ll be heard aje.io/2ax434","131","7","8"
"Four Afghan asylum seekers convicted of starting a fire that destroyed a Greek refugee camp await a court decision on their appeal trial.","120","18","6"
"🔴 The US has presented a revised draft of a UNSC ceasefire resolution calling for ""an immediate six-week ceasefire in Gaza along with the release of all hostages,"" Reuters reports. LIVE updates: aje.io/a88wr7","282","147","72"
"🔴 Turkish President Erdogan warns that Israel would face 'very serious consequences' if it blocked Palestinian Muslims from entering their holy sites during the upcoming month of Ramadan. LIVE updates: aje.io/a88wr7","3176","1088","183"
"🔴 Midwives at Al-Helal Al Emirati Hospital in Gaza’s Rafah are coping with a “significant increase” in childbirths, with 78 babies delivered in a single day recently, reports UNFPA.LIVE updates: aje.io/a88wr7","300","39","45"
"#AJNewsUpdates: Millions of Americans vote in US presidential primaries on Super Tuesday ⤵️

For more, subscribe and listen on all podcast platforms 🎧","90","3","4"
"Batool Alawadi from UC Davis shares insights into the groundbreaking passing of a BDS bill by the student government, a first on a US university campus.","477","52","84"
"🔴 UNRWA said it has distributed flour to around 370,000 Palestinian families in southern Gaza, but it has had 'little effect in the face of the overwhelming needs of the entire population.' LIVE updates ⤵️","273","44","55"
"🟠 President Joe Biden has won the Democratic presidential primary in Alabama and Arkansas, according to a projection from the Associated Press. LIVE updates ⤵️","121","23","5"
"🔗: Israel bombed Al-Bukhari Mosque, killing one woman and injuring 20 Palestinians — in pictures aje.io/mq162m","593","191","122"
"🔴 Jordan has said that it carried out humanitarian airdrops with eight planes into Gaza along with the US, France and Egypt, marking the largest such operation to date. LIVE updates: http://aje.io/a88wr7","513","225","63"
"🟠 DEVELOPING: Donald Trump is projected to win the GOP primary in Virginia, with the Associated Press estimating his current vote share at 57.5% compared to 38.8% for Nikki Haley. LIVE updates: http://aje.io/gmov7a","237","61","20"
"🟠 Results are starting to roll in as millions of Americans have cast ballots on Super Tuesday, one of the most important dates in the US presidential election calendar.Follow our LIVE coverage: http://aje.io/gmov7a","110","17","13"
"Gaza’s Health Ministry says that 15 children have died of malnutrition in a single hospital in northern Gaza, in recent days.","1564","235","550"
"🔴 The WFP reported that an aid convoy of 14 trucks was blocked by Israeli forces from entering northern Gaza, marking the UN agency's first attempt to deliver aid there since February 20.Follow our LIVE coverage: aje.io/a88wr7","282","79","90"
"🟠 DEVELOPING: DEVELOPING: The Associated Press has projected the current president, Joe Biden, as the winner in Iowa, marking his first Super Tuesday victory of the night. LIVE updates: aje.io/t962f8","227","85","4"
"More Israelis are echoing global calls for a permanent or temporary ceasefire, but their reasons differ aje.io/h5u78c","342","136","49"
"🔴 BREAKING: BREAKING: The Islamic Resistance in Iraq group claims to have targeted a power station at Haifa Airport in northern Israel using drones. LIVE updates: aje.io/9w71cl","6204","1430","231"
"Haitian musician Wyclef Jean is joining calls for the removal of Haiti’s prime minister from office following increasing violence in the country ⤵️","200","12","19"
"The ICC issued arrest warrants for high-ranking Russian commanders Sergei Kobylash and Viktor Sokolov over alleged war crimes in Ukraine, according to a statement http://aje.io/bkexop","529","430","56"
"🔴 Palestinian broadcaster Mohamed Salama was killed in an Israeli bombing of a house in Deir al-Balah, making him the 133rd journalist to be killed since October 7, according to the Government Media Office.LIVE updates: aje.io/9w71cl","459","242","123"
"Five days ago, in an attack dubbed as the 'Flour Massacre,' Israeli forces fired into a crowd seeking food aid at al-Rashid Street in Gaza City, killing 118 Palestinians and injuring many others aje.io/mol0d6","471","233","107"
"“International law is in trouble these days.” Member of European Parliament Mick Wallace says that ICC Chief Prosecutor Karim Khan cannot be trusted to implement justice at the International Criminal Court.","796","85","265"
"🔴 DEVELOPING: The Houthis have targeted two US destroyer warships in the Red Sea, according to the group’s military spokesman, Yahya Sare. LIVE updates: aje.io/9w71cl","2744","770","106"
"🟠 With Donald Trump and President Joe Biden widely expected to face off in November’s general election, a new poll shows a large percentage of American adults are questioning the “mental capabilities” of both candidates. LIVE updates: aje.io/t962f8","749","412","83"
"🔴 Since the start of the Gaza war, Israeli authorities have disrupted the lives of two million Palestinians by tightening existing movement restrictions in the occupied West Bank, says Israeli rights group B’Tselem. LIVE updates: aje.io/9w71cl","295","140","57"
"🟠 ""I’m not ready to get out yet."" Nikki Haley, a former US ambassador to the UN, faces continued pressure to bow out of the Republican presidential race. LIVE updates: aje.io/t962f8","277","106","15"
"We take a look at who George Galloway is, the British politician who overturned a Labour Party stronghold ⤵️","366","61","23"
"🟠 Polling stations opened as early as 6am local time (11:00 GMT) in some states such as Maine for today’s races. Vermont and Virginia will be first to close their polls and start counting votes – at 7pm local time (00:00 GMT). LIVE updates: aje.io/t962f8","146","15","12"
"Palestine’s UN envoy Riyad Mansour slammed the United States during a UN session examining the potential misuse of veto power by the US in blocking repeated ceasefire resolutions for Gaza ⤵️","956","334","283"
"🔴 An Israeli bombing has killed three civilians in the southern Lebanese village of Houla, says the mayor and the country’s state-run news agency. LIVE updates: aje.io/9w71cl","496","368","59"
"Tesla has halted production at its German factory after power lines supplying the plant were set on fire in an act of “sabotage” claimed by a far-left group.","195","20","19"
"Users of Meta’s Facebook and Instagram platforms are experiencing login issues in what appears to be a widespread outage.","773","278","90"
"🟠 Millions of voters head to polling stations across 15 US states and one territory to cast ballots in presidential primaries and caucuses on Super Tuesday. Follow our LIVE coverage: aje.io/t962f8","155","22","16"
"It’s Super Tuesday, where voters in more than a dozen US states cast ballots in the presidential primary. In Minnesota, the ‘Abandon Biden’ campaign is urging voters everywhere to tick ‘uncommitted’ as a protest against President Biden’s response to Israel's war on Gaza.","421","79","109"
"Palestinian Canadians and human rights lawyers are suing FM Melanie Joly over military exports to Israel, which they argue violate Canada’s obligations under domestic and international law aje.io/e7zn67","3193","399","248"
"🔴 Three days of negotiations over a ceasefire in Gaza held in Egypt have ended without a breakthrough. Hamas says ceasefire negotiations are ongoing, but “the ball is in the Israeli court.” LIVE updates: aje.io/9w71cl","474","372","39"
"Haiti is in chaos after a massive prison break and gangs calling for the resignation of its prime minister. How did it get here?
🔗: aje.io/imhsg8","284","43","37"
"A Palestinian father and UNRWA photographer returns to the place where Israeli forces killed his four-year-old daughter while following evacuation orders to flee to south Gaza ⤵️","384","122","177"
"🔴 The UN humanitarian agency says the death of children in Gaza due to starvation should be “a warning like no other” and called on the international community to “flood” the besieged enclave with aid. LIVE updates: aje.io/9w71cl","266","77","55"
"Since Israel began its assault on Gaza, nearly all the Palestinians living there have fled their homes in search of safety. 

We look at how Israeli attacks pushed 1.5 million people into the enclave's southernmost city of Rafah aje.io/h3cw6","233","51","89"
"""He’s a political parking lot right now for people who are frustrated by Netanyahu."" The war cabinet member’s trip to the US has many wondering.","153","32","16"
"🔴 The Gaza death toll has risen to more than 30,630 Palestinians amid Israel's continued bombardment of the besieged enclave since October 7, says the health ministry. LIVE updates: aje.io/9w71cl","212","29","76"
"Israel must stop its war on Gaza, and the world needs to drop its “double standards” over the killings in the besieged enclave, Nigeria’s FM Yusuf Tuggar told Al Jazeera aje.io/63ja0r","5302","2419","514"
"🔴 US Secretary of State Antony Blinken says Israel must “maximise every possible means and every possible method to get aid to those who need it”, as the current situation in the besieged Gaza Strip is “simply unacceptable.” LIVE updates: aje.io/9w71cl","483","352","37"
"Turkish police have detained seven people suspected of selling information to the Israeli spy agency Mossad.","476","74","46"
"Beyond carbon emissions from the war on Gaza, how does the decades-long Israeli occupation of Palestinian territories connect to the broader narrative of global climate justice?","399","37","91"
"""It is not Israel’s existence that is at stake; instead, one people’s usurped 'birthright' has been weaponised into another people’s death sentence. And that diabolical tradeoff should not be allowed to 'work', at all."" — #AJOpinion by Belén Fernández ⤵️","156","57","27"
"""Politically motivated charges."" Two Pakistani parliamentarians, one still serving, languish in jail for alleged violence during the deadly protests following ex-PM Imran Khan’s brief arrest in May aje.io/pkm1y2","659","132","74"
"Israeli forces have once again opened fire on desperate Palestinians seeking aid from a supply convoy entering Gaza City. This is the second such attack since last Thursday’s ‘flour massacre’ which killed at least 117 people ⤵️","1482","408","548"
"🔴 Italian FM Antonio Tajani has again called for a ""sustainable ceasefire"" in Gaza, pointing to the recent ""slaughter"" of Palestinian aid-seekers in Gaza as cause for urgent action. LIVE updates: aje.io/9w71cl","500","210","51"
"India’s embassy in Israel has advised its nationals in Israeli border areas to move to safer parts after a missile attack near the frontier with Lebanon killed one Indian citizen.","289","114","19"
"A mass brawl broke out in Bolivia when supporters of ex-President Evo Morales and current President Luis Arce clashed at the CONAMAQ Indigenous congress.","334","33","36"
"The law, known as Senate Bill 4, had been set to take effect on Saturday and it would allow state officers to arrest people suspected of entering the country illegally.","244","63","22"
"Killings continue in Gaza as US Vice President Kamala Harris backs Israel a day after seeking a ceasefire.","507","400","95"
"Lee Hsien Loong says deal to lure pop star not ‘unfriendly’ to other countries in Southeast Asia.","164","15","11"
"US targets Mnangagwa, his wife and top government officials in overhaul of sanctions regime imposed in 2003.","303","198","23"
"Public broadcaster Kan says Israeli President Herzog has called for adjustments of song due to political content.","177","53","14"
"Four-year-old Salma was shot in the neck and died in her father’s arms, leaving her family only with memories and photos.","566","253","148"
"Nikki Haley is the first woman to win a Republican primary in US history, but victory looks little more than symbolic.","294","92","13"
"Kyiv publishes pictures of the damaged bridge deep inside Russia that was used to transport weapons.","408","176","23"
"Collision occurred as the coast guard escorted a resupply mission to sailors on grounded ship at Second Thomas Shoal.","166","16","10"
"Collision occurred as the coast guard escorted a resupply mission to sailors on grounded ship at Second Thomas Shoal.","153","8","10"
"The plea comes after Teixeira agreed to a deal with prosecutors over last year’s leak of classified US military documents.","144","12","12"
"Lee’s supporters hope her advocacy for ending the Gaza war will help her in California’s Super Tuesday primaries.","306","64","37"
"Six months after party formed government in deal with military-backed parties, voters still hanker for change.","124","1","7"
"The US Supreme Court rejected Colorado's attempt to exclude Trump from the state's Republican primary ballot for his involvement in the January 6 riot je.io/bcu3q3","420","108","27"
"🔴 US Department of State spokesman Matthew Miller says that the US is focused on increasing and sustaining aid in Gaza, 'through as many channels as possible'. LIVE updates: http://aje.io/1em5oc","252","205","28"
"Tens of thousands of Haitians flee their homes across the capital Port-au-Prince amid spiralling gang violence.","167","15","16"
"🔗: What lies behind the Biden administration’s changing ‘ceasefire’ language — #AJOpinion by Phyllis Bennis aje.io/o03hpu","340","119","78"
"🔴 UNRWA's chief, Philippe Lazzarini, addressed the UNGA, outlining how Israel has put the agency under a 'deliberate and concerted campaign to undermine its operations, and ultimately end them'. Here's more from his speech ⤵️ LIVE updates: aje.io/1em5oc","317","197","127"
"A team of UN experts has stated that there are 'reasonable grounds to believe' sexual violence occurred during the October 7 attacks, allegations which Hamas has repeatedly denied http://aje.io/19u74y","195","272","16"
"🔴 DEVELOPING: An Israeli air attack on a home in Khan Younis in southern Gaza has killed at least eight Palestinians and injured several more, the Wafa news agency reports. LIVE updates: aje.io/1em5oc","364","159","42"
"🔴 UNRWA has said that Israeli authorities tortured some of its staff during detention and interrogation as attacks on aid seekers and convoys continue to intensify.  Follow our LIVE coverage: http://aje.io/1em5oc","228","85","55"
"Jewish Voice for Peace is determined to see a ceasefire in Gaza and an end to US funding for Israel, continuing to use mass protests as well as personal calls to politicians to advocate for changes to US foreign policy.","1180","302","397"
"🔴 An Al Jazeera live shot showed Israeli forces firing on starving Palestinians attempting to reach aid trucks at the Kuwaiti roundabout in Gaza City. Correspondent Ismail al-Ghoul was reporting on the scene. LIVE updates: http://aje.io/3kevcb","511","154","169"
"In Denmark, members of the Roma minority encounter discrimination, with those resorting to begging often facing criminalisation http://aje.io/14ykau","159","32","18"
"🔴 A report by the UN has found that instances of sexual violence were committed during the October 7 attacks inside Israel as well as against Palestinians in the West Bank. LIVE updates ⤵️","189","106","31"
"Four arrests have been made after a Spanish travel influencer was attacked in India and gang raped by 7 men. Her husband was beaten and robbed.","457","234","94"
"Texas, the second largest state in the U.S. by both population and land area, is gearing up for Super Tuesday this week, a crucial moment in the election.","115","27","3"
"🔴 DEVELOPING: Several Palestinians were killed in an Israeli bombing that targeted a house near the European Hospital, east of Khan Younis. LIVE updates: aje.io/3kevcb","455","266","55"
"""I am forced to collect these rotten potatoes."" This Palestinian father salvages scraps of food from the garbage in order to feed his starving children in Gaza.","6164","330","789"
"From US Vice President Kamala Harris calling for an immediate ceasefire in Gaza to Haiti’s government declaring a state of emergency, here are your daily #AJNewsUpdates ⤵️

For more, subscribe and listen on all podcast platforms 🎧","134","41","18"
"French lawmakers have approved a bill that will enshrine the right to an abortion in the Constitution of France in a joint session of Parliament at the Palace of Versailles aje.io/guim09","606","108","74"
"🔴 The Arab Group of 22 nations in the UN has condemned the “repeated failure” of the UN Security Council to implement its duties on safeguarding international peace and security, and stopping the bloodshed in Gaza. LIVE updates: aje.io/2tj3rv","555","260","146"
"Conservative politicians will dominate Iran’s parliament, according to election results, maintaining their hold on the Islamic Consultative Assembly in a vote that saw a record-low turnout.","169","27","7"
"Thousands of inmates have escaped two of Haiti’s biggest prisons after they were stormed by armed gangs ⤵️","315","27","74"
"🔴 An Israeli bombing that targeted the Kuwait Roundabout in northern Gaza has resulted in several casualties, reports an Al Jazeera correspondent.The exact number of Palestinians killed and injured by this attack is unclear at this time. LIVE updates: aje.io/2tj3rv","576","340","54"
"🔴 The military spokesman for Yemen's Houthi rebels has confirmed that the group successfully hit the MSC Sky in the Arabian Sea, which he identified as an ""Israeli ship."" LIVE updates: aje.io/2tj3rv","3643","951","125"
"Former Russian president Dmitry Medvedev says parts of Ukraine should ‘return home’ as he rules out peace talks with Ukrainian President Zelenskyy aje.io/l5cy5r","3454","1019","133"
"🔴 US Deputy Permanent Representative to the UN Robert Wood says Washington is working on a new draft resolution on Gaza. LIVE updates: aje.io/2tj3rv","342","182","78"
"A man was arrested after using a nail gun to attack Palestine solidarity protesters in Canada. They were demonstrating against an Israeli real estate company event at a Toronto synagogue which only seemed open to Jews ⤵️","622","300","237"
"Sudan needs a democratic transformation, but it has to be one based on its unique needs, not those of the US. — writes John Young for #AJOpinion ⤵️","227","72","18"
"🔴 Riyad Mansour, Palestine’s representative to the UN, told the world to look at the children in Gaza who are losing their lives or limbs either to starvation imposed by Israel or the bombs it drops on the besieged enclave. LIVE updates: aje.io/2tj3rv","618","300","124"
"UN human rights chief Volker Turk says the war in Gaza is a “powder keg” that could ignite a wider conflict with serious repercussions for the Middle East and beyond aje.io/xwyqkf","432","263","57"
"Shehbaz Sharif has been sworn in as Pakistan’s PM almost one month after coming second to independent candidates in a controversial election ⤵️","5154","1017","332"
"🔴 An 11-year-old Palestinian child was shot in the head by Israeli forces in the occupied West Bank and was evacuated to a hospital, where he succumbed to his wounds, says the Palestine Red Crescent (PRCS). LIVE updates: aje.io/2tj3rv","1960","596","338"
"""Russia has long needed a creative female image in politics."" At 47, Yulia Navalnaya has promised to take on her late husband’s role, but there is discord among those opposing Putin aje.io/nb29ng","454","226","16"
"BREAKING: US Supreme Court rules Donald Trump can remain on 2024 primary ballots aje.io/he95si","2906","651","116"
"🔴 Israel is wrecking havoc in the occupied West Bank through raids, detentions and movement restrictions, making the lives of Palestinians “an unbearable hell”, says the Palestinian foreign ministry. LIVE updates: aje.io/2tj3rv","527","217","104"
"“No one is free until all of us are free. Free Palestine.” Speaking at the Ceasefire Now protest in New York City, American actress and activist Susan Sarandon says it is necessary to draw attention to Israel's ongoing crimes against Palestinians in Gaza ⤵️","795","148","236"
"Here’s why the Dutch gov't is asking thousands of third-country nationals who fled Ukraine to leave the country now and how lawyers are hoping to overturn a court ruling aje.io/rud0d8","274","78","23"
"🔴 US Special Envoy Amos Hochstein has said after meeting Lebanon’s parliament speaker Nabih Berri in Beirut that “escalation of violence is in no one’s interest, and there is no such thing as a limited war.” LIVE updates: aje.io/2tj3rv","356","190","26"
"Spotify says Apple prevented music-streaming services from informing users of payment options outside its App Store aje.io/7q5z6x","581","43","48"
"Emaciated 10-year-old Palestinian child, Yazan al-Kafarneh, has died from severe malnourishment and insufficient healthcare. His medical condition rapidly deteriorated after Israel imposed a total siege on the Gaza Strip ⤵️","2311","452","1010"
"🔴 The Gaza death toll has risen to more than 30,530 Palestinians amid Israel's continued bombardment of the enclave since October 7, says the health ministry. LIVE updates: aje.io/2tj3rv","412","171","149"
"Israeli war cabinet member Benny Gantz is set to meet senior Biden administration officials on a visit to the US.","308","143","34"
"🔴 A Hamas official has said that the Palestinian group is pressing on with talks in Cairo on securing a truce in Gaza despite Israel’s decision not to attend them. LIVE updates: aje.io/bs7auv","545","336","51"
"Thailand’s top court has acquitted former PM Yingluck Shinawatra in a corruption case during her time in office more than a decade ago.","159","5","11"
"🔴 Israel has bombed a temporary mass grave in northern Gaza's Jabalia refugee camp, leaving bodies scattered around the cemetery, according to Al Jazeera’s team on the ground. LIVE updates ⤵️","491","226","124"
"Watch the moment a Palestinian paramedic reunited with his family after working for 40 days straight at al-Amal Hospital in Gaza's southern city of Khan Younis.","1640","83","137"
"🇧🇩 Bangladesh host Sri Lanka 🇱🇰 in the first Twenty20 international of their three-match series at the Sylhet International Cricket Stadium.
🏏 Follow our LIVE match coverage 👇","1034","68","9"
"US Vice President Kamala Harris has called for an ""immediate ceasefire for at least the next 6 weeks"" in Gaza, while rebuking Israel for not increasing the flow of aid to Palestinians.","1050","574","184"
"Thousands of third-country nationals who fled Ukraine must leave the country this week, a court has ruled.","376","210","31"
"City-state’s culture minister says grant given to pop icon ‘not anywhere as high as speculated’.","176","10","12"
"Some 9,000 doctors walked off the job two weeks ago over government plans to increase medical school admissions.","294","77","35"
"Legislature and political advisory body to convene to pass laws, make political appointments, and set goals for 2024.","166","21","13"
"","199","21","6"
"Funds come after Philippine president told Australian parliament he would ‘not yield’ a ‘square inch’ in the South China Sea.","269","54","23"
"🔴 DEVELOPING: The Wafa news agency is reporting clashes, gunfire and explosions in the Nour Shams refugee camp after Israeli forces accompanied by bulldozers raided the area. LIVE updates: aje.io/4sqlf3","439","205","48"
"Over 35 killed and 50 injured by heavy rains in Pakistan since Thursday, causing landslides and houses to collapse, especially in the northwest.","243","20","23"
"🔴 Israeli forces reportedly fired on aid convoys again on Sunday in Gaza City and Deir el-Balah. Here is a timeline of Israeli attacks on aid convoys and aid seekers ⤵️
LIVE updates: aje.io/4sqlf3","406","178","111"
"At least 12 people have been killed as thousands of inmates escaped from the main prison in Haiti's Port-au-Prince amid escalating gang violence targeting PM Ariel Henry's removal from power.","271","39","33"
"🔴 Israeli forces have stormed the city of Nablus and demolished the apartment of Moaz Al-Masry, a Palestinian man killed by the IDF last May. LIVE updates: aje.io/4sqlf3","616","233","97"
"🔴 Palestinians walk amid the rubble of houses destroyed by Israeli bombardment in Gaza City. LIVE updates: http://aje.io/4sqlf3","516","240","156"
"🔴 “There must be an immediate ceasefire for at least the next six weeks, which is what is on the table.” US Vice President Kamala Harris, appeals for an “immediate ceasefire” in Gaza, but does not specifically address a permanent one. LIVE updates: http://aje.io/4sqlf3","462","342","49"
"🔴 BREAKING: An Israeli air strike on a home in Rafah has killed seven Palestinians, including children, the Wafa news agency reports.","679","249","94"
"🔴 UNICEF says 15 children have died from malnutrition at the Kamal Adwan Hospital in Gaza City, and fears numbers could be higher at other hospitals. Follow our LIVE coverage: aje.io/4sqlf3","329","115","92"
"At least nine Palestinians have been killed and many others were wounded in an Israeli strike on an aid distribution truck in Deir el-Balah, the Wafa news agency reports http://aje.io/cign6b","455","180","113"
"🔴 Israeli forces says it has assassinated a senior Hamas operative in “central camps” of the Gaza Strip. LIVE updates ⤵️","327","192","62"
"During South Africa's apartheid, when women were promised – then denied – both equality and the vote, they protested with a garish and sickly sweet biscuit aje.io/aoq64x","179","38","19"
"Hamas officials have arrived in Egypt for Gaza truce talks, but Israel didn't send its delegation due to Hamas rejecting one of its demands, according to an Israeli media report aje.io/hwklhn","547","512","70"
"🔴 “Not nearly enough humanitarian aid is getting into the hands of Palestinians...” US Ambassador to the UN Linda Thomas-Greenfield says she urged Israel to facilitate aid delivery into Gaza, despite the US often vetoing ceasefire calls at the UNSC.LIVE updates: http://aje.io/7az17","476","273","154"
"🔗: From firefighter protests in Seoul to prayers in Gaza, here's a roundup of some of last week’s events — in pictures aje.io/wgtyui","499","131","64"
"🔴 DEVELOPING:  Al Awda Hospital received over 40 injured patients after a house in central Gaza, which was sheltering forcibly displaced Palestinians, was bombed. LIVE updates: aje.io/7az17","384","188","67"
"🔴 Israel has claimed 50 incubators, which are intended for use at hospitals in the northern and southern Gaza Strip, “have entered Gaza.” LIVE updates: aje.io/7az17","463","302","68"
"🔴 A senior Hamas source has spoken to Al Jazeera on recent developments in ongoing negotiations and says no specific date has been set for reaching a truce agreement. LIVE updates: aje.io/7az17","400","210","29"
"Around 170 people were “executed” in attacks on three villages in northern Burkina Faso a week ago, a regional prosecutor has said.","328","104","24"
"🔴 Gaza’s Health Ministry says at least 15 children have died from malnutrition and dehydration at the Kamal Adwan Hospital in Gaza City. LIVE updates: aje.io/7az17","530","205","135"
"The death toll from a Russian drone strike that destroyed an apartment block in Ukraine’s southern port city of Odesa on Saturday has risen to 10.","414","207","22"
"🔴 The member states of the Gulf Cooperation Council (GCC) have once more called for the establishment of a Palestinian state on the 1967 borders during their latest ministerial meeting in Riyadh. LIVE updates ⤵️","474","157","76"
"“Palestinian refugees will fight against losing UNRWA.” Palestinians in the occupied West Bank fear total loss of healthcare and education if UNRWA is forced to halt operations aje.io/48puem","550","186","63"
"🔴 ""The child deaths we feared are here and are likely to rapidly increase unless the war ends."" UNICEF warns that many more children in Gaza will die of dehydration and malnutrition unless there is direct intervention to provide aid. LIVE updates: aje.io/7az17","446","331","86"
"Malaysia may begin a renewed search for Malaysia Airlines Flight MH370, the transport minister has said, as the 10th anniversary of its disappearance approaches aje.io/pb75rk","247","32","11"
"🔴 The Israeli military has targeted Palestinians waiting for flour trucks near the Kuwaiti roundabout in Gaza City. The health ministry says dozens of people have been killed and injured, reports Al Jazeera's Tareq Abu Azzoum. LIVE updates: aje.io/7az17","1870","679","375"
"🔴 As Israeli forces continue to besiege al-Amal Hospital in Gaza's Khan Younis for the 42nd consecutive day, the Palestine Red Crescent Society says food supplies are sufficient only for one more week. LIVE updates: aje.io/7az17","397","111","60"
"The US airdrop of food aid into Gaza on Saturday sparked criticism from Palestinians who called it inadequate and hypocritical when the US funds and supplies Israel’s military ⤵️","2240","774","632"
"A seven-year-old girl has drowned after a small boat carrying 16 people trying to get to the UK capsized in northern France, say French authorities.","698","235","39"
"🔴 Hamas says Israel’s targeting of relief convoys, the latest of which was an aid truck in Deir el-Balah in the central Gaza Strip, is “an affirmation and insistence on its part to continue the war of genocide.” LIVE updates: aje.io/7az17","641","313","113"
"""Why do the Palestinian people have to endure genocide at the hands of your ally, carried out with your weapons and money, while you refuse to call for a ceasefire? Can you tell us why, Mr President?"" — #AJOpinion by Ghada Ageel ⤵️","450","204","96"
"We compare and contrast Israel posting a video about providing aid for Gaza, but it actually features a Ukrainian refugee camp in Moldova.","599","174","264"
