"text","likes","comments","shares"
"German Chancellor Olaf Scholz has met his ""doppelgangerr"" - a US senator - during his visit to Washington DC. Read more: https://bbc.in/3SyO2xM","3104","375","210"
"Social media users poked fun by claiming the US president had confused Egypt's Pyramids with Mexico's.","292","228","42"
"Volodymyr Buzynov has been searching for his brother Mykyta for nearly two years.","445","193","26"
"The actor said that he spent ""a lot of time dreaming about roles for myself and others"".","273","106","17"
"Bake it off!","527","190","35"
"Officials hailed the rescue of the three-year-old girl as ""a miracle"".","737","66","29"
"Scientists think eruptions on the Reykjanes Peninsula could continue for decades or even centuries.","1106","357","124"
"Richard Plaud spent eight years building the tower.","531","70","40"
"Hundreds of thousands of people in the territory are at growing risk of famine, the UN has said.","849","1232","104"
"It's estimated that the sales could bring in more than $10m.","336","122","32"
"An image of a young polar bear drifting to sleep has won an award. Read more: https://bbc.in/49aNFQP","2560","175","183"
"An alligator snapping turtle has been discovered in a UK lake. Read more: https://bbc.in/3Srzj7u","6356","1568","635"
"A town's beloved floral clock will be restored after being concreted over by volunteers.","418","178","29"
"""I will be pleased if others will break my record in due course.""","510","60","31"
"""This turtle was very lucky to have been rescued.""","639","42","28"
"""I know the government will want to do what we can to make sure that this exciting proposal comes to fruition.""","209","66","23"
"""It just feels really wrong.""","316","193","19"
"Flirting with strangers while in a relationship could strengthen the bond between partners... but it can be a slippery slope.","266","129","33"
"""Wer ist wer?""","666","86","45"
"""We were a little bit too harsh.""","563","59","26"
"It's been described as ""the greatest river recovery in Europe"" as 45 fish species were found.","1046","189","68"
"""We nearly lost our son's life.""","516","333","180"
"Videos of stripped and blindfolded Gazan detainees posted online by Israeli soldiers could breach international law, experts have said.","546","748","75"
"The supermarket said there was a fault with its unleaded pumps.","305","170","37"
"""They can cause some damage.""","808","258","110"
"""Ring must justify these steep increases to its customers, particularly when it is unclear how its services are improving.""","639","520","65"
"Police in London said their working hypothesis was that he had gone into the water.","330","410","39"
"She's created floral stock cubes, cigarette packets, video game controllers and more.","241","51","22"
"""I'll juice to the gills and I'll break it in six months.""","427","216","32"
"Morgan, the former Daily Mirror editor, has repeatedly denied any knowledge of hacking claims.","284","235","29"
"The royal had accused the newspaper group of unlawfully gathering information to write stories about him.","549","322","47"
"The grandmother was visiting her 11-year-old grandson when she was attacked.","557","3","39"
"""I already knew this community was amazing but wow, there aren't any words I can use for this winter wonderland.""","590","73","37"
"""I've paid my National Insurance all my working life and I can't find a dentist. It's just not fair.""","546","308","57"
"""He's looking for someone to run around a field with him.""","1536","279","164"
"Evan Gershkovich faces up to 20 years in prison if found guilty, after his arrest last year.","423","793","42"
"The medication was ""potentially highly effective"" for people with the ""debilitating condition"".","196","35","26"
"Michael Matheson racked up an £11,000 bill on his parliamentary tablet after his sons used it to watch football on holiday.","269","129","22"
"The book was given to a child in 1904 in recognition of good behaviour.","494","34","41"
"It's part of a ""dental recovery plan"" the government has announced.","272","88","19"
"The report says it would be difficult to convict him as he comes across as an ""elderly man with a poor memory"".","739","579","88"
"He's been under pressure to address the issue.","179","36","16"
"""Our mountains have begun to stink.""","424","105","54"
"""He is very touched by all of the letters and messages the public have been sending from everywhere.""","567","260","25"
"The researchers also want to run a trial in women.","300","94","47"
"Zelensky said that the high command needed to be ""renewed"" and that General Zaluzhnyi could ""remain on the team"".","452","298","44"
"The UK Labour leader blamed ""huge"" economic damage under the Tories, as he scaled back the plan.","434","366","29"
"We've looked at some of the claims made about the government's record on NHS dentistry.","170","176","17"
"""This sends a strong deterrent message to those considering committing food crimes.""","235","72","30"
"""It makes me sad that people don't pay the same kind of attention to my chess skills.""","269","103","21"
"The company also had news about the Yorkie Biscuit bar.","601","268","101"
"""It is unique throughout the world that we can bring the bagpipes to the game.""","1096","345","74"
"Russian presidential challenger critical of Putin and the war in Ukraine said he has been blocked from running in election.","614","549","46"
"It also included details of a web page link, which was broken.","370","131","38"
"""EUROVISION WINNER FOR SURE.""","696","436","30"
"""The fact that the Queen would even acknowledge anything he did would be more than he would ever have expected.""","492","49","31"
"""This is my new ears. It's absolutely brilliant.""","308","18","21"
"Would ewe want one for yourself?","609","175","49"
"""This was a shocking case, which the judge agreed put public health at risk.""","234","80","28"
"Prabowo Subianto's young supporters call themselves the ""gemoy squad"".","134","22","20"
"The incident took place at Radford Studio Centre in California.","330","52","33"
"Some people have reported being unable to access the internet since Friday but the situation has got even worse.","198","54","21"
"Rosie had ""clearly been dumped and left to die"", the RSPCA said.","1280","87","25"
"""We really appreciate everyone's kind messages.""","740","160","34"
"""We have spelt the name of our own town wrong.""","312","98","37"
"""It's part of my dream that's vanished.""","616","137","49"
"Benjamin Netanyahu said ""total victory"" in Gaza is possible within months.","864","1021","86"
"""Our family is complete again.""","1736","73","45"
"""Poignant and breathtaking.""","3960","288","264"
"Police in London believe Abdul Shokoor Ezedi had arranged to meet his victim before the attack.","329","292","26"
"""Gotta laugh or else I'll cry.""","466","115","33"
"The helicopter was flying to California from Las Vegas.","621","123","48"
"The electro-pop anthem has come under fire because of its title.","163","78","24"
"""A distinctive take on pop nostalgia.""","753","568","52"
"""Persistent and at times heavy"" snow is expected.","297","133","47"
"The election has been marred by violence and claims of poll-rigging.","318","149","21"
"The pub was one of the city's oldest.","279","94","23"
"Jack Sweeney uses publicly available data to track the private jets of celebrities and posts them one day later.","770","450","45"
"Bea has been reunited with her owners after disappearing in the mountains. Read more: https://bbc.in/3SO73gJ","5371","173","147"
"He's already created 35,000 pints of his own beer.","353","21","18"
"""It's a time capsule of a moment taken from 1966."" (Via BBC Culture)","314","15","31"
"It's come a long way from being used to upload noughties night out photos.","347","226","55"
"""Freedom! You're up there and you feel pure freedom!"" (Via BBC Future)","189","16","20"
"They were thought to mostly live in China.","402","153","57"
"The animals look closely packed together and appear to be sticking their heads out of the water to breathe.","1328","125","80"
"""I was just following the sat-nav.""","769","314","75"
"""I would describe it as stupid.""","200","73","29"
"Elma Harris and Thelma Barratt are thought to be Britain's oldest twins.","1771","136","86"
"A door panel that blew away from a Boeing aircraft mid-flight appeared to be missing key bolts, an investigation has found.","622","158","51"
"Jennifer Crumbley, 45, is the first parent in the US to ever be convicted over a mass shooting by their child.","1236","360","102"
"Bea managed to survive almost 60 days lost in the mountains in the depths of winter.","2789","162","97"
"The music star sold tens of millions of records in a career spanning more than 30 years.","629","176","60"
"King Charles has been pictured leaving Clarence House in a car with Queen Camilla.","835","402","52"
"Prince Harry has arrived at Clarence House to visit his father, after the King began treatment for cancer.","932","376","53"
"He can be prosecuted on charges of plotting to overturn the 2020 election, a US court has ruled.","2045","785","122"
"The ""incredibly rare"" bed was found in central London.","599","124","64"
"""You can buy a cheap one, but it won't do the job.""","222","180","26"
"You're kidding me!","854","234","122"
"The prime minister has confirmed that he remains in ""regular contact"" with King Charles.","370","454","44"
"""It just points to the need across the country for NHS dentistry.""","409","456","63"
"A 95-year-old man has become a university's oldest graduate. Read more: https://bbc.in/3OyqVSO","14332","910","818"
"""It gets more attention than any other car.""","484","88","62"
"The longest and slowest music composition in existence had a big day on Monday.","580","104","102"
"What are the pros and cons of the storms bracing California?","234","61","24"
"""It is a tool that will allow humanity to make enormous steps forward.""","293","147","39"
"""Just amazing.""","456","29","22"
"""I had a feeling I could be someone, be someone, be someone."" (Via BBC Culture)","2747","240","76"
"""Falling temperatures in store and the risk of snow for some.""","256","130","38"
"King Charles has been diagnosed with a form of cancer, Buckingham Palace has said.","3733","2004","357"
"King Charles is being treated for cancer, Buckingham Palace has said.","1002","375","142"
"Prince Harry has spoken to King Charles about his cancer diagnosis and will travel to the UK to see him in the coming days, BBC told.","1208","809","98"
"King Charles has been diagnosed with cancer and will postpone public-facing duties while undergoing treatment, Buckingham Palace has said.","3452","1111","1793"
"Demolition work has begun on an unauthorised spa building at the home of Captain Sir Tom Moore's daughter.","409","153","20"
"Dad's Army actor Ian Lavender, who played Private Pike in the hit TV series, has died at the age of 77. Read more about his life and career: https://bbc.in/3OvZ4CE","4590","300","442"
"""Choosing the right location with the right infrastructure is key.""","341","171","31"
"Taylor Swift has broken the record for the most album of the year wins at the Grammys. Read more: https://bbc.in/3uc2WSx","6243","1283","155"
"Esther Martin, 68, was fatally injured inside a home in Essex, England, on Saturday.","577","0","36"
"Lavender became a household name thanks to his role as Private Pike in the BBC sitcom.","4323","528","963"
"""We have to pick ourselves up and go on. That's what Derek would want me to do.""","650","228","17"
"""Keep challenging yourself even as you get older.""","2447","281","156"
"It was one of the host stadiums for the 1994 World Cup.","286","79","30"
"She used the occasion to make a very special announcement.","1079","393","40"
"For decades, cars have been splashing through Rufford Ford - but now a council wants it permanently closed.","246","181","20"
"There are some evidence-based tricks you can do to help stay warm. (Via BBC Future)","172","90","20"
"This week the world's richest man said his Neuralink division had successfully implanted its first wireless brain chip into a human.","385","303","47"
"""It defies our ideas about 'motive'"". (Via BBC Culture)","180","20","11"
"There were chants of ""refund"".","1358","387","124"
"Letters written by the notorious gangster, while serving a life sentence, will go under the hammer.","272","89","20"
"""It was like hell.""","440","91","43"
"Derek died in January after living with extreme complications from Covid since contracting the virus in March 2020.","594","198","23"
"Police in London are offering a £20,000 reward for information leading to the arrest of Abdul Shokoor Ezedi.","700","1053","134"
"""We are shocked and saddened by this news,"" Stagecoach said.","411","2","17"
"After making his debut in 1966, John played in 25 internationals for Wales and five Tests for the Lions.","844","194","105"
"It remains one of the most mysterious places on Earth. (Via BBC Travel)","668","168","91"
"Kitty was left balancing precariously above a 300ft (91m) drop for more than three hours.","342","105","12"
"Namibia ""has lost... a distinguished servant of the people"", the country's vice-president said.","311","90","16"
"Grindavik lies empty after lava destroyed much of the town.","1803","241","164"
"The woman was found seriously injured in Jaywick, England.","1397","0","127"
"Esther Ghey said she wants the mother of Scarlett Jenkinson, one of two teenagers who murdered Brianna, to know she does not blame her.","653","430","34"
"What is leading us to feel so exhausted? (Via BBC Future)","413","335","83"
"Similar pieces of furniture are making a quiet comeback. (Via BBC Future)","581","133","59"
"The rare wines and vintage champagne come from a recently closed two Michelin-starred London restaurant.","221","83","26"
"Fulton County District Attorney Fani Willis said conflict of interest claims are in ""bad faith"".","276","172","25"
"""We can't see them, but they're there."" (Via BBC Reel)","480","130","101"
"""It didn't sit right with me… to just accept certain death without trying something.""","908","111","89"
"""It could be the ship that brought my ancestors, or my husband's ancestors.""","309","64","35"
"A Pakistani court ruled that Khan's 2018 marriage with Bushra Bibi, a faith healer, was un-Islamic and illegal.","455","233","38"
"Is this the future of transport? (Via BBC Future)","280","162","32"
"The 22-year-old was left outside flats in London in 2001 when she was a baby.","1969","553","64"
"Officers working on the manhunt for Abdul Shokoor Ezedi have searched properties in London and Newcastle.","224","239","22"
"Daniel Reynolds claimed thousands in costs for donated food.","257","73","22"
"""Sleep is nature's medicine."" (Via BBC Future)","642","201","121"
"The sky's vivid display of colours caught the attention of photographers in the UK on Friday morning.","518","50","41"
"Michelle O'Neill is set to make history in becoming the first-ever nationalist first minister of Northern Ireland.","511","317","44"
"""Joey is back to his usual happy self and he's made a new friend.""","1392","286","104"
"The sale has set the world record for game-worn trainers.","522","215","52"
"One of Europe's most wanted men used knotted bed sheets to scale the prison walls.","362","119","23"
"""Truly magical.""","495","72","47"
"Snow or sleet falls more in February than any other month on average, according to the Met Office.","412","182","60"
"""It's absolutely horrific.""","249","106","35"
"""We had always assumed that they were spherical.""","374","176","54"
"""I hope the tragedy of Rhys's death will highlight the danger of such objects.""","663","210","83"
"It faced nearly 4,000 requests for housing assistance between 2022 and 2023.","405","225","27"
"The US has launched strikes on targets in Syria and Iraq following a drone attack which killed three American soldiers in Jordan.","698","682","99"
"""Once you hear that constant thudding, you can't unhear it.""","287","116","27"
"Carl Weathers most notably played Apollo Creed in the Rocky movies.","2489","326","586"
"AI-generated images of Honshu's time ""on the run"" inspired new memes.","851","129","86"
"""A truly remarkable soul with unwavering strength and courage.""","8069","1011","579"
"""Like the Ritz.""","488","160","48"
"Kate Garraway previously announced her ""darling husband Derek"" had passed away after living with extreme complications from Covid.","352","136","37"
"A mother remains ""very poorly"" in hospital, but her daughters' injuries are not as serious as first thought, police said.","556","842","64"
"Scarlett Jenkinson and Eddie Ratcliffe murdered the 16-year-old after luring her to a park in 2023.","534","474","85"
"Alice Wood, 24, drove at Ryan Watson before dragging him more than 150m along a road.","537","292","56"
"Scarlett Jenkinson and Eddie Ratcliffe, both 16, have now been named as the killers of teenager Brianna Ghey.","715","700","110"
"Jennifer Crumbley is the first US parent to face a manslaughter trial for a child's mass shooting.","265","167","37"
"Witnesses described people screaming and running for their lives after the explosion in Nairobi.","346","45","39"
"The father conspired with his girlfriend to throw the two children out of their apartment window from the 15th floor.","942","381","66"
"A ban on identifying Brianna Ghey's 16-year-old killers has been in place since they first appeared in court.","435","0","18"
"The 10-month-old puppy was found ""distressed, cold and malnourished"", the woman who found him said.","901","332","45"
"Male bitterns make a distinctive, booming ""foghorn"" call.","377","33","17"
"Jennifer Crumbley is the first parent to face a manslaughter trial for a mass shooting carried out by a child.","237","109","18"
"""I would like to help feed every rescue dog and cat in the UK.""","922","90","49"
"It's so small you'd need a very powerful microscope to see it.","264","72","19"
"Rob Richards said he was being chased by bailiffs over the penalties.","216","71","15"
"Doe! This deer got wedged upside down between two houses.
Read more: https://bbc.in/4bmTk7S","1700","207","63"
"All videos which have Universal Music Group songs on them will be muted.","336","123","15"
"The demonstration in Brussels is the latest in weeks of protests about ""costly"" regulations and cheaper imports.","368","222","38"
"The 39-year-old only signed a new two-year deal with Mercedes last summer.","523","193","41"
"""I should have told the president about my cancer diagnosis.""","231","102","13"
"The US president has imposed sanctions on four Israeli settlers accused of attacking Palestinians in the occupied West Bank.","692","514","42"
"""As for the last song that we play, I have no idea.""","506","416","45"
"""Vegan only is not going to pay my staff or support my family.""","1401","607","72"
"It comes after a drone attack killed three US soldiers in Jordan, near the Syria border, on Sunday.","371","420","59"
"""We got a phone call from a member of the public saying they had spotted the animal in their garden helping himself to a bird feeder.""","668","152","37"
"A mother, 31, and her daughters, aged eight and three, are in hospital after Wednesday's attack.","460","640","68"
"The napkin was signed by a then 13-year-old Lionel Messi.","318","67","20"
"The public has been asked to keep an eye out for the giant stuffed bear.","312","57","32"
"Hamilton won the most recent of his seven world titles in 2020.","458","254","54"
"There had been fears that Hungary's Prime Minister Viktor Orban would block the aid package.","650","500","42"
"The mother and her two daughters were attacked by a man known to them on Wednesday evening.","688","440","37"
"""There's no way to feel sad when you know you're this blessed.""","312","126","27"
"""Are you ready?""","354","109","44"
"They will ""bring greenery back into urban areas,"" the council said.","1555","354","95"
"Has a newborn great white shark been caught on camera for the first time? Find out what scientists think: https://bbc.in/48d1woN","891","68","57"
"The former Pakistani prime minister said in 2018 that he ""did not catch a glimpse of my wife's face until after we were married"".","292","154","22"
"""What the hell were you thinking?"" asked one Senator.","250","103","46"
"""There may be logistical issues, but these issues can be overcome.""","473","225","38"
"""The test was quite easy.”","824","113","51"
"""I couldn't think of a more wonderful way to spend my summer.""","335","70","19"
"Nine people, including children and police officers, have been taken to hospital.","670","399","73"
"The regulations will mirror those in England and Wales.","319","167","19"
"Mason Rist, 15, and Max Dixon, 16, died in hospital after being attacked by a group of people.","619","0","45"
"What happened when Elmo asked the internet ""how is everybody doing?"". Find out here: https://bbc.in/3HEkjy7","1894","221","223"
"""She was loved by her keepers and made a big impression with our visitors.""","739","106","21"
"American XL bully dogs have been added to the list of breeds banned in England and Wales.","701","886","47"
"Oh deer. 🦌","513","71","29"
"""The injuries are horrific and it is frustrating for us to see.""","989","343","46"
"""How is everybody doing?""","497","163","71"
"The town's population has fallen from 30,000 to just over 1,000.","435","364","41"
"""Hopefully it'll bring me some luck.""","378","62","40"
"""It can be really challenging getting a GP appointment.""","316","242","50"
"The move would mean the social media platform would no longer have access to millions of songs.","475","115","72"
"""Everyone was so happy and buzzing.""","573","53","37"
"Madeleine McCann's disappearance at the age of three remains unsolved to this day.","290","119","63"
"""She wanted to pay the proper price.""","549","110","39"
"""I still can't get my head around how things went so wrong.""","432","166","39"
"The sentencing comes a day after he was given 10 years for leaking state secrets - a case he called bogus.","419","149","46"
"""I'm not letting this car go.""","405","95","29"
"The ghostly shipwreck is thought to have been built in the 19th century.","410","35","54"
"""Basically, it's useless now, the battery's dead.""","224","67","26"
"The pay deal was the biggest ever in corporate history, helping to make Elon Musk one the richest people in the world.","459","125","45"
"A state of emergency has been declared.","330","97","27"
"The singer filed for the order last year.","209","26","15"
"Officers viewed footage showing woman’s groin without valid reason, but avoided misconduct hearings.","281","0","22"
"The charity fundraiser's daughter was ordered to knock the ""unauthorised building"" down.","474","172","43"
"""As Paul O'Grady always said himself, the stars of the show were the dogs themselves.""","1206","721","39"
"""There is no cause for concern for the health of the general population.""","200","51","37"
"A Japanese macaque has escaped from a wildlife park in Scotland, and local residents have been offered advice on what to do if they see it.","690","490","105"
"The Traitors' finalist Mollie, who has limb difference and a stoma, said her ""main goal"" was to raise awareness.","423","94","36"
"CCTV showed undercover Israeli forces disguised as medical staff in the hospital with their weapons raised.","878","1184","88"
"The animals were discovered in small film canisters and were dehydrated and stressed, officials said.","838","129","61"
"George Freeman had a salary of £118,300.","662","420","78"
"Valdo Calocane admitted manslaughter on the grounds of diminished responsibility after fatally stabbing three people in the UK city.","285","228","34"
"The US blamed Iranian-backed groups and said the attack carried the ""footprints"" of Hezbollah.","638","447","52"
"""We've probably got more hedgerows in England than anywhere else in the world.""","801","213","51"
